date,hour,history_count,source,weight,mae_Q,mae_A,mae_F,rmse_Q,rmse_A,rmse_F
2025-01-13,12,12,A,0.0,141.36880045111224,40.62268053626543,40.76113767816927,396.59216739733114,82.06357022636786,86.69442396904068
2025-01-13,18,12,A,0.0,1.4843183267237319,0.0005868055555555556,0.0012656646866948261,16.98027975280653,0.00366719377524357,0.020174045611719874
2025-01-14,0,13,F,0.45,134.21306874529367,124.85391575854703,116.39621957471735,373.290938513595,273.0526111349248,260.8849444915528
2025-01-14,6,13,F,0.11,178.21494161645006,109.33344199905035,105.07851657088796,430.81047203375977,207.3044781332019,198.34805196278057
2025-01-14,12,13,F,0.0,139.76804259467963,40.91195012464387,40.09331808248026,385.8070307390288,81.91197962345687,84.90008265637893
2025-01-14,18,13,A,0.0,1.3701954409354,0.0005626068376068375,0.0012237529012119833,16.314125109241886,0.0035523285970667836,0.01940091689768851
2025-01-15,0,14,F,0.45,128.50001529483063,120.79052276785715,111.8530643273455,360.88827786410843,265.5131005558445,252.92288791393
2025-01-15,6,14,F,0.13,170.6500867270437,108.71353328924164,103.58798067925161,416.4981538561222,204.88475236004706,194.35608534133164
2025-01-15,12,14,F,0.0,133.08757896155305,42.18995739087303,40.63980329374377,372.5532930064385,84.19419044311475,84.97276650228616
2025-01-15,18,14,A,0.0,1.2723744938554662,0.0005482142857142857,0.001186497823720129,15.720684335105352,0.003471742506544233,0.018711339025557296
2025-01-16,0,14,F,0.95,72.42220522086878,126.2533180059524,72.24095354868066,159.86606594595568,277.73276059156836,159.1069839703521
2025-01-16,6,14,F,0.6,96.56283186202312,108.84134060846561,80.2276999759351,184.59743241233147,204.70566331333612,153.77083278593054
2025-01-16,12,14,F,0.1,76.40642641723517,42.5528974867725,40.645248090255585,172.06156936114652,84.75150989442872,86.08849798286461
2025-01-16,18,14,F,0.0,0.0003688059771945455,0.0005416666666666668,0.0003688059771945455,0.0020902455927630068,0.0034194645918971143,0.0020902455927630068
2025-01-17,0,14,F,0.95,73.73280664155064,124.50294274140212,73.5955449532959,161.42264409068008,274.6111621033234,160.56777423045605
2025-01-17,6,14,F,0.56,98.31026220213698,103.58009508377425,80.723501197174,186.39481403015625,197.7481691631676,153.64111841912447
2025-01-17,12,14,F,0.14,78.70121776484193,45.769440244708996,42.14466265616816,176.2706323403163,89.48053492211614,88.53751560698569
2025-01-17,18,14,F,0.0,0.0004665484464928625,0.0005704365079365079,0.0004665484464928625,0.002798209978891159,0.0037316455581189074,0.002798209978891159
2025-01-18,0,14,F,0.99,72.2424557543189,125.96979799933864,72.2405219897167,155.7109090986714,275.6750896642183,155.59505920997728
2025-01-18,6,14,F,0.57,96.3230910654743,103.26025163139329,80.03940784651188,179.7994705551274,197.63636601298833,151.38117329686173
2025-01-18,12,14,F,0.16,75.12416429605103,45.369999718915345,41.064362378778625,167.2877367962747,88.01542842047485,85.81236093376246
2025-01-18,18,14,F,0.0,0.0005726609243539226,0.000634920634920635,0.0005726609243539226,0.0034824318195752478,0.004398385345873375,0.0034824318195752478
2025-01-19,0,14,F,1.0,70.89501752521258,130.46613776455027,70.89501752521258,148.13871099655123,284.46408646849153,148.13871099655123
2025-01-19,6,14,F,0.57,94.52645854520729,107.23508384038803,78.83574538719003,171.0558493210276,206.37632062126409,146.8631039900137
2025-01-19,12,14,F,0.2,72.29138268028156,45.08831154100528,39.59958449524147,157.39223863123888,84.75753840937286,80.6309372290123
2025-01-19,18,14,F,0.0,0.0006592565668158899,0.0007121031746031746,0.0006592565668158899,0.003928639159311545,0.005074733162114701,0.003928639159311545
2025-01-20,0,14,F,1.0,72.53696107998572,134.16228057208997,72.53696107998572,150.80738635170422,289.7048075704844,150.80738635170422
2025-01-20,6,14,F,0.57,96.71567374693697,107.41682993827163,80.72257977044276,174.13737018333018,206.45136742184906,149.88581376423957
2025-01-20,12,14,F,0.19,75.19570725705275,45.48116496362433,39.488699026780104,162.33499687438396,85.14621622901639,80.44144265959618
2025-01-20,18,14,F,0.0,0.0007900449072305117,0.000864484126984127,0.0007900449072305117,0.004879641512867172,0.006507957583202422,0.004879641512867172
2025-01-21,0,14,Q,0.99,71.70197824774766,138.81201335978835,71.70079802716175,150.1278781165093,294.3888776452592,150.15900836837383
2025-01-21,6,14,F,0.6,95.60231677123281,107.9097029320988,82.04970084418554,173.35274164951917,207.57128542517492,150.4955654417276
2025-01-21,12,14,F,0.19,73.1179331895087,45.17335990410053,39.72263370702463,160.50061987251124,84.91639956953114,81.45056895592086
2025-01-21,18,14,F,0.0,0.000910060438127999,0.001028174603174603,0.000910060438127999,0.005544332146494571,0.007808016332438031,0.005544332146494571
2025-01-22,0,14,F,0.95,76.68452310323035,135.38642956349207,76.5183449257704,163.11141661712057,286.486859057279,162.16369832228017
2025-01-22,6,14,F,0.57,102.24567579772071,114.04127883597886,86.56017564834112,188.34484054422182,214.19968828325318,161.02479479857678
2025-01-22,12,14,F,0.2,73.59782931045254,45.594114136904764,41.42371541173328,161.85410050226525,85.54983763518189,84.11226815489253
2025-01-22,18,14,F,0.0,0.001054288079104112,0.001244047619047619,0.001054288079104112,0.0063963387380476374,0.009474805773441715,0.0063963387380476374
2025-01-23,0,14,F,0.82,78.92067851459676,120.75167691798943,76.77641170822392,166.05848041159192,245.52965837078818,157.81510796412232
2025-01-23,6,14,F,0.56,105.2271753801989,117.41308818342154,86.49819478930968,191.74781668699373,217.42738247096847,159.74362144947833
2025-01-23,12,14,F,0.19,76.31587964966661,47.15992805886244,41.55775205454917,165.99052504879546,87.83429333194752,84.09648256592057
2025-01-23,18,14,F,0.0,0.0012114868736015692,0.0015077380952380952,0.0012114868736015692,0.007305390408881886,0.011377104724171343,0.007305390408881886
2025-01-24,0,14,F,0.83,82.95086779995808,125.95157415674603,80.86339660140371,175.85671063511094,254.1694951609973,168.9258293850514
2025-01-24,6,14,F,0.55,110.60071327487306,120.936562654321,92.87479885353225,203.06183839434715,222.19043340075024,172.72209599514287
2025-01-24,12,14,F,0.13,79.20153980906244,46.23980405092593,40.93976956065839,176.0500123349657,85.55675659203717,81.93913218744582
2025-01-24,18,14,F,0.0,0.0013584087513134008,0.001820238095238095,0.0013584087513134008,0.008120967865517779,0.013392273003134164,0.008120967865517779
2025-01-25,0,14,F,0.78,83.44140819722793,119.14114778439153,80.62629048031928,178.68288887769287,240.61455176438767,169.34449760787393
2025-01-25,6,14,F,0.53,111.25472079864197,119.84167511022929,91.87617060782593,206.32522792428202,218.83570463746258,169.81415523603056
2025-01-25,12,14,F,0.13,77.26086655203811,43.99829335317462,38.589982077554204,174.30694424033734,81.27121074011133,75.82239536506752
2025-01-25,18,14,F,0.0,0.0015353367712586333,0.0021982142857142855,0.0015353367712586333,0.009137920624534307,0.015785438211332922,0.009137920624534307
2025-01-26,0,14,F,0.71,87.88458352626674,120.71264284060848,81.8247466382454,187.71111993904665,240.888122435246,171.5029847396675
2025-01-26,6,14,F,0.52,117.17889436966641,125.17889779541446,97.99095804325732,216.7501311806375,227.1027598600074,180.93769187327112
2025-01-26,12,14,F,0.1,84.95407183362722,43.74232271825398,38.11841033205416,190.86765158225776,80.94790807547395,75.2053701388078
2025-01-26,18,14,F,0.0,0.0017406411526937628,0.002645833333333334,0.0017406411526937628,0.010306086084561163,0.01851261742618407,0.010306086084561163
2025-01-27,0,14,F,0.68,91.9373090462507,129.46534165013227,81.71857428014985,197.84984679975423,260.364135388791,171.74035083346047
2025-01-27,6,14,F,0.41,122.58247425650423,118.83494936067021,98.29809463860771,228.4573245368598,214.50081802399853,183.18349972030848
2025-01-27,12,14,F,0.09,92.93024146284823,45.859666319444464,40.06534578353321,210.0300287780982,84.51840270800085,78.41413008611677
2025-01-27,18,14,F,0.0,0.001907639695517282,0.003109920634920635,0.001907639695517282,0.011065990147628501,0.02097432387241033,0.011065990147628501
2025-01-28,0,14,F,0.7,89.78576859240368,130.55822633928574,79.00069347780088,195.068626030405,262.12003407339415,167.74661348149357
2025-01-28,6,14,F,0.35,119.71369590874177,109.84046203703706,91.52045836914337,225.2458474030063,191.262187512511,167.12651954679848
2025-01-28,12,14,F,0.12,89.16631162298206,45.44601894841271,39.4477324286232,204.8130866060544,83.74426146796522,77.68337619592383
2025-01-28,18,14,F,0.0,0.0020672278779714694,0.003618253968253968,0.0020672278779714694,0.011878233424085472,0.023694013375561134,0.011878233424085472
2025-01-29,0,14,F,0.68,91.73131768098473,135.43611708002643,78.62497147443621,197.47054188931753,270.58031816237644,166.99867658585723
2025-01-29,6,14,F,0.34,122.30769159661605,109.27008410493826,89.28241521691885,228.01934092228683,190.02727309148324,164.93640633501224
2025-01-29,12,14,F,0.12,92.87255770333435,45.09974973544974,39.39301251374175,209.37472244270788,82.37656190955326,78.31734957224344
2025-01-29,18,14,F,0.0,0.002298019907865367,0.004228968253968254,0.002298019907865367,0.013220924339804582,0.027167337853233726,0.013220924339804582
2025-01-30,0,14,F,0.64,96.57158243358812,133.25134163359792,77.57029252894849,202.98444655623098,260.1530723713128,162.4631886319862
2025-01-30,6,14,F,0.32,128.76129433779784,115.39706150793651,95.54944999132752,234.38624957946192,201.89969776490526,174.81125342711238
2025-01-30,12,14,F,0.21,97.87028427898022,48.920955241402126,40.52958198666127,214.94328810404033,89.2320528417273,78.95889370662925
2025-01-30,18,14,F,0.0,0.002433383770504851,0.004793849206349207,0.002433383770504851,0.013881141688794205,0.03010593432773731,0.013881141688794205
2025-01-31,0,14,F,0.64,97.01974338353796,135.45960233134923,76.59308219380347,203.9080303938714,263.6240580267828,161.59196845252865
2025-01-31,6,14,F,0.34,129.35880529415832,120.41663628747797,98.41740265036306,235.45271232189572,208.61756695569255,179.6573220222891
2025-01-31,12,14,F,0.14,100.6573069717682,50.77772096560847,42.948658594600936,218.58966977455114,95.35843407883947,87.12750238591346
2025-01-31,18,14,F,0.0,0.0025931584194412395,0.00540515873015873,0.0025931584194412395,0.014832218948223393,0.03353141502607359,0.014832218948223393
2025-02-01,0,14,F,0.64,99.03305387816974,137.928550843254,77.95481480028019,206.4569766497453,268.2240967231213,164.76714594095557
2025-02-01,6,14,F,0.34,132.04318739460922,122.18603139329808,97.07962992038057,238.3959819273467,209.64429685288025,177.75868723546006
2025-02-01,12,14,F,0.14,102.63785800033273,52.84633622685186,44.060131401510205,220.38623586579072,98.59041567967186,88.65953923586787
2025-02-01,18,14,F,0.0,0.002799547866453375,0.006103373015873015,0.002799547866453375,0.016127576037755543,0.037617814137402915,0.016127576037755543
2025-02-02,0,14,F,0.64,98.15495408342603,136.21834717261905,76.84744406529919,205.61715549353553,263.2907045115874,163.52342811150575
2025-02-02,6,14,F,0.34,130.8724209197796,121.31243522927689,98.7225460688993,237.42623999066205,206.17890341768765,179.95152581039468
2025-02-02,12,14,F,0.13,104.79460461870356,52.412001719576736,43.95639529959596,222.16796435133952,99.28781713913223,88.75127913705165
2025-02-02,18,14,F,0.0,0.0027638598501966015,0.00660515873015873,0.0027638598501966015,0.016075932573696546,0.039790156416116884,0.016075932573696546
2025-02-03,0,14,F,0.64,96.51304173269928,135.2600291170635,75.37996195763007,203.52025039267764,260.4036396330338,159.31174597110356
2025-02-03,6,14,F,0.34,128.6832504599402,121.34573110670193,97.14826749329644,235.00494254570074,204.88566455288353,176.87665066185934
2025-02-03,12,14,F,0.13,101.62037104888022,54.72685464616404,45.358252691995084,218.28470204535182,103.12459075400955,91.24405421939122
2025-02-03,18,14,F,0.0,0.0026609434428781454,0.006953968253968254,0.0026609434428781454,0.015836936664708708,0.0411957758082603,0.015836936664708708
2025-02-04,0,14,F,0.62,99.33913673378478,137.6755687830688,76.09554387698081,207.209531483154,265.16054390474693,160.66100520356946
2025-02-04,6,14,F,0.32,132.45136970668435,121.70405820105822,96.50661580557055,239.264957407378,204.48648517533755,176.66213752950495
2025-02-04,12,14,F,0.12,105.37126184534313,55.53361567460319,46.591302225927485,223.1381370742455,104.95197679876003,93.53199656145378
2025-02-04,18,14,F,0.0,0.0027176128684627304,0.007149801587301588,0.0027176128684627304,0.016099328459467703,0.04183793965343471,0.016099328459467703
2025-02-05,0,14,F,0.63,96.87553971799508,141.84639975198414,72.25982016454532,200.67964263615028,272.7390489245473,148.8638492638878
2025-02-05,6,14,F,0.31,129.16648672983249,119.81877248677249,93.22551063946369,231.72489119424452,201.46155893533884,170.22598365016597
2025-02-05,12,14,F,0.11,104.95695148676458,56.77433177910054,48.12539489807916,222.62798719984985,106.68995290257695,97.50799588157828
2025-02-05,18,14,F,0.0,0.0029617979843692853,0.0070676587301587305,0.0029617979843692853,0.017869355780323632,0.04164871256037223,0.017869355780323632
2025-02-06,0,14,F,0.64,97.38790310906619,143.4133982969577,75.30224843044736,202.21741884913766,274.82910134694924,156.2850978282543
2025-02-06,6,14,F,0.29,129.8495526449704,119.73793068783068,94.33229967023597,233.5005621722874,201.56875487757085,172.3356182529451
2025-02-06,12,14,F,0.06,101.04351198886795,57.87192342923282,49.511439466501685,215.75731760403264,108.49038605902184,99.50008642212259
2025-02-06,18,14,F,0.0,0.0032122785972099146,0.0068646825396825395,0.0032122785972099146,0.01961742128294446,0.04121453887023018,0.01961742128294446
2025-02-07,0,14,F,0.67,92.33215245377936,150.65374019510585,70.62179957652079,191.61525150854595,291.60678672199583,142.12210327666392
2025-02-07,6,14,F,0.36,123.1084517438712,121.4895375440917,89.74165583611983,221.2582337680271,202.78889850822503,160.13497061872232
2025-02-07,12,14,F,0.12,96.49636723329905,59.0935305059524,50.78992154873031,205.1778608470538,109.91186593127442,101.0162849878792
2025-02-07,18,14,F,0.0,0.003514007285012411,0.006546626984126985,0.003514007285012411,0.021514638432934732,0.04060294700579695,0.021514638432934732
2025-02-08,0,14,F,0.68,96.65062635265322,157.89373077050266,76.26527462213366,199.30940958244875,305.23151047281004,157.97343844587965
2025-02-08,6,14,F,0.37,128.8663232628375,130.27712865961198,96.99211834720856,230.14268221373385,219.75788869454462,176.22272147955417
2025-02-08,12,14,F,0.02,105.27962410489319,61.35833391203704,52.281853405331205,220.8441170493413,113.05343040330382,103.64066803089882
2025-02-08,18,14,F,0.0,0.003796416529044198,0.0062521825396825385,0.003796416529044198,0.02267208830107784,0.03979127810829986,0.02267208830107784
2025-02-09,0,14,F,0.7,95.36825301378981,161.10347529761907,76.8829295890434,195.95063367305363,309.2036562725099,159.254076754542
2025-02-09,6,14,F,0.34,127.15640539302267,123.24332244268078,91.33815856803498,226.26430183133206,208.5822995550337,165.6841106047866
2025-02-09,12,14,F,0.06,100.21430121210243,62.59405300925927,52.520208057888325,209.8716359841558,114.83450107092135,103.3696730876394
2025-02-09,18,14,F,0.0,0.004034543997508828,0.00595218253968254,0.004034543997508828,0.023376536356762363,0.03874816867152338,0.023376536356762363
2025-02-10,0,14,F,0.68,97.09613260636655,155.15505072751324,78.78230075276954,195.84835876428286,296.8575799517077,161.93865741274425
2025-02-10,6,14,F,0.38,129.46014911908384,128.94760412257494,90.93139750616852,226.1462049130596,218.1661408616307,163.10051585849908
2025-02-10,12,14,F,0.07,98.3606546777332,64.18148053902118,52.53489264580321,199.57933340336908,117.76302121202598,103.48692352746802
2025-02-10,18,14,F,0.0,0.0043097528863294335,0.005720436507936508,0.0043097528863294335,0.024080099323325773,0.037810128451144724,0.024080099323325773
2025-02-11,0,14,F,0.67,101.83741100841877,153.41097304894183,82.4728915024647,205.4075733979611,295.0438744544764,171.5710461436576
2025-02-11,6,14,F,0.42,135.78176949741814,135.24800906084656,93.73727425175365,237.18423519578712,228.53029289316768,166.5764452147317
2025-02-11,12,14,F,0.05,99.5649217109249,65.7294588128307,52.445034936149476,202.1649610249291,119.98104926703994,103.45350069845237
2025-02-11,18,14,F,0.0,0.004574390017712375,0.005519246031746032,0.004574390017712375,0.0247066419782808,0.03681009043640762,0.0247066419782808
2025-02-12,0,14,F,0.68,102.11569342271254,158.9648560515873,86.50374163207664,205.34564394065208,305.8892616269919,178.60849462201136
2025-02-12,6,14,F,0.45,136.15273119823843,137.1511208553792,95.87424918646377,237.1127251972818,230.36126320083542,168.86848826103184
2025-02-12,12,14,F,0.07,99.3634199692826,65.36437534722224,52.094579709117895,201.0188313916635,119.54534594862035,102.35775956636094
2025-02-12,18,14,F,0.0,0.004746447333802743,0.00526547619047619,0.004746447333802743,0.024955321449272927,0.03525060789749387,0.024955321449272927
2025-02-13,0,14,F,0.72,99.06493386372622,159.28229821428573,87.39323986557602,201.40942192579146,306.3004133561155,179.87873432512572
2025-02-13,6,14,F,0.45,132.085009113079,131.34152727072308,89.17601821237015,232.56756750620005,219.85479198801875,159.13222338801467
2025-02-13,12,14,F,0.0,94.97501026778656,63.08380456349206,49.71012114100328,194.35431911468828,116.47272637986477,99.7582524350326
2025-02-13,18,14,F,0.0,0.004986277713615063,0.005104365079365079,0.004986277713615063,0.025551344155541104,0.034150586227509175,0.025551344155541104
2025-02-14,0,14,F,0.7,106.27894791050963,158.62273759920635,95.22520536213706,215.24699263468176,305.2109721560018,193.64693976434032
2025-02-14,6,14,F,0.39,141.70361746636104,129.23545423280424,88.34199677591275,248.54581785716172,216.26743327798772,156.19259823332374
2025-02-14,12,14,F,0.0,96.64855920145156,61.69056547619048,47.97371615296803,195.69397713550913,112.40543287448317,93.24443159610765
2025-02-14,18,14,A,0.0,0.005273719021500967,0.005039285714285713,0.005273719021500967,0.02666643514229416,0.03357783483286991,0.02666643514229416
2025-02-15,0,14,F,0.68,107.18280998409861,164.0221019675926,93.66747309068818,218.35716374422742,309.75184052217907,191.23230301670426
2025-02-15,6,14,F,0.37,142.9087022566423,127.33449667107583,89.29966460360016,252.1371340987559,214.91448623358824,158.79762703094178
2025-02-15,12,14,F,0.0,95.11018994289198,61.702323528439145,48.12480352751195,193.98166408515223,111.90138850832903,93.05878924226766
2025-02-15,18,14,A,0.0,0.005381290021602302,0.004836507936507936,0.005381290021602302,0.026835183522596465,0.031609015817522394,0.026835183522596465
2025-02-16,0,14,F,0.68,108.66039940738433,168.17715438161378,94.87520169174525,219.79805652926277,315.0599600673939,192.3966089980752
2025-02-16,6,14,F,0.37,144.87869736256792,124.76839190917109,86.84174460043653,253.8009337378446,209.67407355464096,154.11125874517583
2025-02-16,12,14,F,0.0,94.70468097262457,61.75255026455025,48.74145088184653,193.23013493280158,111.25750174228384,93.60713422591131
2025-02-16,18,14,A,0.0,0.005722490086360263,0.004894841269841269,0.005722490086360263,0.027787023764821762,0.03213772260577458,0.027787023764821762
2025-02-17,0,14,F,0.67,113.66557749783296,172.8704539517196,97.96760520078722,227.88566493521253,324.0055171556478,197.27664086075683
2025-02-17,6,14,F,0.35,151.55213805581266,127.65754720017635,90.54691481800904,263.13969949942316,213.69135763697912,162.22116676215614
2025-02-17,12,14,F,0.0,96.40694225396993,62.83836450066137,50.462306750137316,194.52704222987842,112.48123154524544,96.67148463934052
2025-02-17,18,14,A,0.0,0.00608758974686475,0.005131746031746032,0.00608758974686475,0.028856725099791907,0.03421656112989082,0.028856725099791907
2025-02-18,0,14,F,0.74,115.21924375048103,187.30146076388888,105.02058543731918,229.16687790968447,364.1289160134478,209.94833985453764
2025-02-18,6,14,F,0.35,153.62359940963754,127.90080537918871,93.08693757063337,264.6191167697932,213.81910778532261,164.64445494532515
2025-02-18,12,14,F,0.07,95.67615653768429,64.63928288690475,51.88478632710947,192.46856213369227,115.07576257782476,99.73719211409357
2025-02-18,18,14,A,0.0,0.006344414218350671,0.005635714285714286,0.006344414218350671,0.02994900948028689,0.038209606225876075,0.02994900948028689
2025-02-19,0,14,F,0.77,112.01508470991932,187.17704790013227,105.08757143530734,222.99516500380537,362.5078203000364,209.72033426093347
2025-02-19,6,14,F,0.37,149.3513533927119,132.04872462522044,97.06718982124096,257.49263651721714,219.4841381857473,170.2277565984523
2025-02-19,12,14,F,0.19,90.27364404589218,64.76312569444444,49.9448676850919,179.27047325634723,115.15241575920363,95.36398410333365
2025-02-19,18,14,F,0.0,0.0064411029174698325,0.006511507936507936,0.0064411029174698325,0.03052134221933887,0.043937258206790265,0.03052134221933887
2025-02-20,0,14,F,0.76,110.69588302859144,186.2440745866402,102.64773045559781,219.38370203747508,361.1952858335902,204.7315142435328
2025-02-20,6,14,F,0.42,147.5924412675249,133.69750028659612,97.23183366120841,253.3224782918648,220.28709298108285,169.80943034091464
2025-02-20,12,14,F,0.2,92.06432531736738,64.56077541335978,48.93478563553478,181.03168855092377,115.03672140815036,93.57800684705963
2025-02-20,18,14,F,0.0,0.006480871285557003,0.007527579365079365,0.006480871285557003,0.03075104307144223,0.04969486954931877,0.03075104307144223
2025-02-21,0,14,F,0.74,112.97782345351067,179.70308247354495,104.40253003751525,222.26810873859475,348.1044640348473,207.1125295035272
2025-02-21,6,14,F,0.37,150.63514989743544,134.25268926366843,102.14992761501598,256.6531043217409,222.0363151900176,177.9475625572209
2025-02-21,12,14,F,0.17,95.09875987887743,65.49247999338624,48.9604171173984,185.8245161635922,116.34896463038694,93.79530981465491
2025-02-21,18,14,F,0.0,0.006023383601649337,0.008272420634920634,0.006023383601649337,0.029238195055431057,0.05219745269129823,0.029238195055431057
2025-02-22,0,14,F,0.75,106.34177149427155,179.3827909556878,97.73979075904161,211.153641144757,345.2281098382502,194.16397106580763
2025-02-22,6,14,F,0.4,141.78718577087216,130.67541485890652,95.29527886240548,243.8192226183644,211.7736118156124,162.1327331334546
